Label,Distance,StrafingIntensity,AngularVelocity
AI,4.454,0.080,1.061
AI,4.397,0.080,1.006
AI,4.341,0.080,0.824
AI,4.285,0.080,0.743
AI,4.229,0.080,0.724
AI,4.173,0.101,0.738
AI,4.084,0.101,2.762
AI,3.994,0.101,1.982
AI,3.904,0.101,1.451
AI,3.813,0.101,1.098
AI,3.721,0.037,0.873
AI,3.574,0.037,6.272
AI,3.427,0.037,4.396
AI,3.279,0.037,3.079
AI,3.132,0.037,2.155
AI,2.985,0.021,1.508
AI,2.948,0.021,5.317
AI,2.912,0.021,3.729
AI,2.876,0.021,2.615
AI,2.840,0.021,1.835
AI,2.804,0.030,5.707
AI,2.225,0.030,13.087
AI,1.670,0.030,9.120
AI,1.384,0.030,6.411
AI,1.401,0.030,4.496
AI,1.418,0.030,3.151
AI,1.418,0.000,5.004
AI,1.339,0.000,4.784
AI,1.259,0.000,3.962
AI,1.252,0.000,3.089
AI,1.247,0.005,2.425
AI,1.330,0.005,31.358
AI,1.417,0.005,21.950
AI,1.505,0.005,15.364
AI,1.594,0.005,10.753
AI,1.684,0.023,7.504
AI,1.720,0.023,19.380
AI,1.760,0.023,13.959
AI,1.804,0.023,10.150
AI,1.849,0.023,7.578
AI,1.896,0.045,5.787
AI,1.915,0.045,14.803
AI,1.935,0.045,10.235
AI,1.957,0.045,7.071
AI,1.979,0.045,4.973
AI,2.002,0.062,3.611
AI,1.926,0.062,12.384
AI,1.849,0.062,8.863
AI,1.772,0.062,6.466
AI,1.694,0.062,4.808
AI,1.617,0.085,3.685
AI,1.536,0.085,9.532
AI,1.456,0.085,6.707
AI,1.377,0.085,4.797
AI,1.298,0.085,3.518
AI,1.220,0.048,2.712
AI,1.262,0.048,9.078
AI,1.267,0.048,6.384
AI,1.266,0.048,4.483
AI,1.263,0.048,3.148
AI,1.259,0.023,2.213
AI,1.256,0.023,9.093
AI,1.252,0.023,6.400
AI,1.248,0.023,4.497
AI,1.244,0.023,3.159
AI,1.240,0.044,2.221
AI,1.320,0.044,6.433
AI,1.402,0.044,4.584
AI,1.486,0.044,3.307
AI,1.570,0.044,2.439
AI,1.655,0.042,1.861
AI,1.581,0.042,2.976
AI,1.508,0.042,2.480
AI,1.436,0.042,2.208
AI,1.365,0.042,2.092
AI,1.297,0.002,2.083
AI,1.288,0.002,4.051
AI,1.293,0.002,2.815
AI,1.299,0.002,1.958
AI,1.303,0.002,1.365
AI,1.306,0.064,0.955
AI,1.318,0.064,11.168
AI,1.339,0.064,8.062
AI,1.369,0.064,6.112
AI,1.405,0.064,4.937
AI,1.446,0.048,4.278
AI,1.421,0.048,40.670
AI,1.396,0.048,28.581
AI,1.372,0.048,20.139
AI,1.348,0.048,14.258
AI,1.324,0.072,10.175
AI,1.297,0.072,45.374
AI,1.274,0.072,31.813
AI,1.258,0.072,22.311
AI,1.244,0.072,15.654
AI,1.232,0.057,10.988
AI,1.248,0.057,8.877
AI,1.266,0.057,6.452
AI,1.285,0.057,4.836
AI,1.301,0.057,3.823
AI,1.316,0.085,3.244
AI,1.336,0.085,20.998
AI,1.359,0.085,14.681
AI,1.384,0.085,10.347
AI,1.411,0.085,7.409
AI,1.438,0.064,5.520
AI,1.364,0.064,23.920
AI,1.288,0.064,16.976
AI,1.323,0.064,11.958
AI,1.323,0.064,8.427
AI,1.313,0.078,5.991
AI,1.303,0.078,5.417
AI,1.293,0.078,3.820
AI,1.283,0.078,2.698
AI,1.271,0.078,1.909
AI,1.258,0.046,1.356
AI,1.243,0.046,16.249
AI,1.167,0.046,11.418
AI,1.203,0.046,7.973
AI,1.199,0.046,5.607
AI,1.186,0.056,3.938
AI,1.216,0.056,13.636
AI,1.247,0.056,9.544
AI,1.271,0.056,6.664
AI,1.289,0.056,4.674
AI,1.300,0.057,3.275
AI,1.294,0.057,5.782
AI,1.286,0.057,3.967
AI,1.276,0.057,2.747
AI,1.266,0.057,2.007
AI,1.257,0.060,1.660
AI,1.180,0.060,3.622
AI,1.104,0.060,2.640
AI,1.135,0.060,1.892
AI,1.177,0.060,1.387
AI,1.218,0.074,1.005
AI,1.241,0.074,10.111
AI,1.258,0.074,7.055
AI,1.272,0.074,4.947
AI,1.284,0.074,3.466
AI,1.292,0.034,2.426
AI,1.298,0.034,9.867
AI,1.302,0.034,6.892
AI,1.303,0.034,4.839
AI,1.305,0.034,3.394
AI,1.305,0.026,2.378
AI,1.391,0.026,4.847
AI,1.478,0.026,3.541
AI,1.566,0.026,2.623
AI,1.655,0.026,1.978
AI,1.744,0.023,1.525
AI,1.654,0.023,11.179
AI,1.565,0.023,7.812
AI,1.477,0.023,5.504
AI,1.389,0.023,3.888
AI,1.303,0.019,2.768
AI,1.305,0.019,12.024
AI,1.303,0.019,8.380
AI,1.289,0.019,5.882
AI,1.261,0.019,4.119
AI,1.227,0.031,2.868
AI,1.193,0.031,5.179
AI,1.161,0.031,3.465
AI,1.133,0.031,2.290
AI,1.156,0.031,1.589
AI,1.185,0.055,1.103
AI,1.217,0.055,5.472
AI,1.245,0.055,3.631
AI,1.269,0.055,2.337
AI,1.288,0.055,1.471
AI,1.304,0.018,1.004
AI,1.306,0.018,12.575
AI,1.307,0.018,8.783
AI,1.308,0.018,6.184
AI,1.308,0.018,4.348
AI,1.307,0.026,3.056
AI,1.304,0.026,19.245
AI,1.298,0.026,13.462
AI,1.290,0.026,9.372
AI,1.280,0.026,6.583
AI,1.268,0.028,4.613
AI,1.265,0.028,26.933
AI,1.264,0.028,18.858
AI,1.263,0.028,13.204
AI,1.262,0.028,9.205
AI,1.262,0.014,6.474
AI,1.238,0.014,5.642
AI,1.221,0.014,4.311
AI,1.210,0.014,3.610
AI,1.204,0.014,3.347
AI,1.223,0.009,2.734
AI,1.140,0.009,15.212
AI,1.139,0.009,10.677
AI,1.169,0.009,7.480
AI,1.211,0.009,5.265
AI,1.244,0.006,3.705
AI,1.269,0.006,4.943
AI,1.288,0.006,3.467
AI,1.300,0.006,2.430
AI,1.305,0.006,1.704
AI,1.305,0.002,1.196
AI,1.388,0.002,11.631
AI,1.471,0.002,8.255
AI,1.556,0.002,5.940
AI,1.643,0.002,4.312
AI,1.729,0.020,3.174
AI,1.682,0.020,3.798
AI,1.637,0.020,2.630
AI,1.595,0.020,2.008
AI,1.556,0.020,1.830
AI,1.519,0.025,1.920
AI,1.454,0.025,17.713
AI,1.390,0.025,12.416
AI,1.327,0.025,8.730
AI,1.265,0.025,6.292
AI,1.283,0.002,4.471
AI,1.196,0.002,12.233
AI,1.189,0.002,8.529
AI,1.104,0.002,5.995
AI,1.138,0.002,4.206
AI,1.176,0.022,2.950
AI,1.191,0.022,9.628
AI,1.201,0.022,6.715
AI,1.209,0.022,4.705
AI,1.216,0.022,3.292
AI,1.221,0.009,2.302
AI,1.308,0.009,1.086
AI,1.395,0.009,0.764
AI,1.483,0.009,0.568
AI,1.572,0.009,0.465
AI,1.662,0.010,0.416
AI,1.753,0.010,0.605
AI,1.845,0.010,0.431
AI,1.937,0.010,0.313
AI,2.029,0.010,0.232
AI,2.121,0.017,0.173
AI,3.640,0.017,4.001
AI,3.640,0.000,5.000
AI,3.640,0.000,5.377
AI,3.640,0.000,3.955
AI,3.640,0.009,2.931
AI,3.548,0.009,14.314
AI,3.457,0.009,10.040
AI,3.368,0.009,7.018
AI,3.279,0.009,4.918
AI,3.191,0.002,3.431
AI,3.097,0.002,21.802
AI,3.004,0.002,15.248
AI,2.910,0.002,10.660
AI,2.817,0.002,7.428
AI,2.723,0.028,5.202
AI,2.728,0.028,9.976
AI,2.736,0.028,6.945
AI,2.746,0.028,4.882
AI,2.758,0.028,3.479
AI,2.771,0.033,2.564
AI,2.865,0.033,2.593
AI,2.959,0.033,1.845
AI,3.053,0.033,1.323
AI,3.147,0.033,0.961
AI,3.240,0.010,0.709
AI,3.334,0.010,5.589
AI,3.428,0.010,3.919
AI,3.522,0.010,2.746
AI,3.616,0.010,1.922
AI,3.710,0.021,1.344
AI,3.802,0.021,5.549
AI,3.895,0.021,3.895
AI,3.987,0.021,2.735
AI,4.079,0.021,1.924
AI,4.171,0.043,1.358
AI,4.263,0.043,3.012
AI,4.355,0.043,2.103
AI,4.447,0.043,1.467
AI,4.539,0.043,1.022
AI,4.631,0.076,0.713
AI,4.579,0.076,1.621
AI,4.528,0.076,1.159
AI,4.479,0.076,0.884
AI,4.430,0.076,0.751
AI,4.382,0.125,0.713
AI,4.452,0.125,5.581
AI,4.523,0.125,3.978
AI,4.594,0.125,2.864
AI,4.665,0.125,2.097
AI,4.735,0.053,1.576
AI,4.687,0.053,3.378
AI,4.639,0.053,2.493
AI,4.591,0.053,1.899
AI,4.543,0.053,1.509
AI,4.495,0.113,1.263
AI,4.517,0.113,2.122
AI,4.482,0.113,1.572
AI,4.446,0.113,1.231
AI,4.410,0.113,1.038
AI,4.374,0.048,0.941
AI,4.433,0.048,4.195
AI,4.492,0.048,3.049
AI,4.550,0.048,2.260
AI,4.607,0.048,1.723
AI,4.663,0.032,1.363
AI,4.671,0.032,11.595
AI,4.682,0.032,8.137
AI,4.694,0.032,5.784
AI,4.709,0.032,4.157
AI,4.725,0.039,3.056
AI,4.695,0.039,8.927
AI,4.665,0.039,6.334
AI,4.634,0.039,4.501
AI,4.603,0.039,3.212
AI,4.572,0.016,2.306
AI,4.531,0.016,8.139
AI,4.491,0.016,5.709
AI,4.450,0.016,4.000
AI,4.410,0.016,2.805
AI,4.370,0.043,1.974
AI,4.338,0.043,1.551
AI,4.306,0.043,1.099
AI,4.274,0.043,0.792
AI,4.242,0.043,0.587
AI,4.209,0.134,0.450
AI,4.216,0.134,1.737
AI,4.224,0.134,1.303
AI,4.233,0.134,1.063
AI,4.244,0.134,0.957
AI,4.255,0.121,0.930
AI,4.318,0.121,6.344
AI,4.380,0.121,4.461
AI,4.443,0.121,3.153
AI,4.505,0.121,2.258
AI,4.568,0.062,1.660
AI,4.483,0.062,6.748
AI,4.399,0.062,4.793
AI,4.314,0.062,3.422
AI,4.228,0.062,2.467
AI,4.143,0.063,1.808
AI,4.225,0.063,2.271
AI,4.307,0.063,1.659
AI,4.389,0.063,1.246
AI,4.471,0.063,0.974
AI,4.553,0.106,0.799
AI,4.514,0.106,3.600
AI,4.476,0.106,2.537
AI,4.439,0.106,1.825
AI,4.402,0.106,1.374
AI,4.366,0.130,1.115
AI,4.391,0.130,5.018
AI,4.417,0.130,3.644
AI,4.442,0.130,2.704
AI,4.468,0.130,2.073
AI,4.494,0.103,1.662
AI,4.455,0.103,6.336
AI,4.415,0.103,4.458
AI,4.375,0.103,3.162
AI,4.335,0.103,2.284
AI,4.296,0.127,1.712
AI,4.312,0.127,7.173
AI,4.329,0.127,5.082
AI,4.346,0.127,3.634
AI,4.363,0.127,2.649
AI,4.380,0.100,1.998
AI,4.310,0.100,5.450
AI,4.239,0.100,3.907
AI,4.168,0.100,2.838
AI,4.097,0.100,2.108
AI,4.026,0.087,1.620
AI,4.007,0.087,1.499
AI,3.988,0.087,1.308
AI,3.970,0.087,1.209
AI,3.952,0.087,1.164
AI,3.935,0.130,1.148
AI,3.952,0.130,8.266
AI,3.919,0.130,5.850
AI,3.884,0.130,4.161
AI,3.849,0.130,2.994
AI,3.813,0.027,2.201
AI,3.787,0.027,8.525
AI,3.760,0.027,5.967
AI,3.732,0.027,4.166
AI,3.702,0.027,2.906
AI,3.673,0.037,2.029
AI,3.635,0.037,7.991
AI,3.598,0.037,5.619
AI,3.560,0.037,3.945
AI,3.522,0.037,2.768
AI,3.484,0.060,8.018
AI,2.965,0.060,6.524
AI,2.459,0.060,4.576
AI,1.970,0.060,3.206
AI,1.510,0.060,2.245
AI,1.296,0.060,1.572
AI,1.299,0.011,5.900
AI,1.252,0.011,7.131
AI,1.203,0.011,5.240
AI,1.175,0.011,3.929
AI,1.155,0.031,2.994
AI,1.149,0.031,8.751
AI,1.151,0.031,6.203
AI,1.159,0.031,4.400
AI,1.172,0.031,3.129
AI,1.187,0.033,2.226
AI,1.186,0.033,10.763
AI,1.182,0.033,7.521
AI,1.178,0.033,5.286
AI,1.175,0.033,3.711
AI,1.174,0.004,2.604
AI,1.197,0.004,7.855
AI,1.222,0.004,5.525
AI,1.244,0.004,3.882
AI,1.262,0.004,2.728
AI,1.276,0.009,1.917
AI,1.364,0.009,6.198
AI,1.453,0.009,4.319
AI,1.542,0.009,2.999
AI,1.633,0.009,2.075
AI,1.723,0.022,1.431
AI,1.813,0.022,9.737
AI,1.903,0.022,6.802
AI,1.994,0.022,4.777
AI,2.085,0.022,3.356
AI,2.176,0.024,2.364
AI,2.267,0.024,3.350
AI,2.359,0.024,2.361
AI,2.450,0.024,1.673
AI,2.542,0.024,1.198
AI,2.634,0.034,0.875
AI,2.725,0.034,4.907
AI,2.816,0.034,3.464
AI,2.908,0.034,2.454
AI,2.999,0.034,1.753
AI,3.091,0.021,1.268
AI,3.184,0.021,4.674
AI,3.278,0.021,3.278
AI,3.371,0.021,2.300
AI,3.465,0.021,1.616
AI,3.559,0.028,1.140
AI,3.650,0.028,6.089
AI,3.741,0.028,4.269
AI,3.833,0.028,2.992
AI,3.924,0.028,2.100
AI,4.016,0.023,1.479
AI,4.110,0.023,5.193
AI,4.205,0.023,3.641
AI,4.299,0.023,2.552
AI,4.394,0.023,1.788
AI,4.488,0.063,1.255
AI,4.577,0.063,1.866
AI,4.665,0.063,1.330
AI,4.754,0.063,0.963
AI,4.842,0.063,0.714
AI,4.931,0.093,0.552
AI,4.978,0.093,1.439
AI,4.986,0.093,1.038
AI,4.993,0.093,0.773
AI,5.000,0.093,0.603
AI,5.006,0.070,0.500
AI,5.053,0.070,2.089
AI,5.099,0.070,1.463
AI,5.145,0.070,1.023
AI,5.192,0.070,0.715
AI,5.238,0.096,0.497
AI,5.287,0.096,5.289
AI,5.336,0.096,3.707
AI,5.385,0.096,2.596
AI,5.434,0.096,1.818
AI,5.483,0.046,1.271
AI,5.530,0.046,2.851
AI,5.576,0.046,1.995
AI,5.623,0.046,1.396
AI,5.670,0.046,0.978
AI,5.717,0.093,0.689
AI,5.753,0.093,1.353
AI,5.789,0.093,0.944
AI,5.825,0.093,0.658
AI,5.861,0.093,0.457
AI,5.897,0.046,0.316
AI,5.945,0.046,0.824
AI,5.993,0.046,0.583
AI,6.041,0.046,0.417
AI,6.089,0.046,0.309
AI,6.137,0.097,0.247
AI,6.227,0.097,3.900
AI,6.317,0.097,2.727
AI,6.407,0.097,1.904
AI,6.497,0.097,1.329
AI,6.588,0.096,0.928
AI,6.631,0.096,3.062
AI,6.674,0.096,2.169
AI,6.719,0.096,1.557
AI,6.764,0.096,1.147
AI,6.809,0.174,0.886
AI,6.758,0.174,1.987
AI,6.707,0.174,1.450
AI,6.657,0.174,1.097
AI,6.606,0.174,0.873
AI,6.556,0.169,0.742
AI,6.565,0.169,4.861
AI,6.574,0.169,3.433
AI,6.584,0.169,2.446
AI,6.593,0.169,1.774
AI,6.603,0.160,1.330
AI,6.560,0.160,0.921
AI,6.517,0.160,0.801
AI,6.474,0.160,0.734
AI,6.431,0.160,0.699
AI,6.388,0.170,0.681
AI,6.381,0.170,4.036
AI,6.374,0.170,2.867
AI,6.367,0.170,2.067
AI,6.360,0.170,1.532
AI,6.353,0.161,1.188
AI,6.301,0.161,1.076
AI,6.249,0.161,0.888
AI,6.196,0.161,0.779
AI,6.144,0.161,0.721
AI,6.091,0.164,0.691
AI,6.097,0.164,8.521
AI,6.103,0.164,5.983
AI,6.109,0.164,4.202
AI,6.115,0.164,2.966
AI,6.122,0.107,2.119
AI,6.053,0.107,2.823
AI,5.985,0.107,2.046
AI,5.916,0.107,1.516
AI,5.847,0.107,1.162
AI,5.778,0.137,0.934
AI,5.760,0.137,2.642
AI,5.743,0.137,1.921
AI,5.726,0.137,1.447
AI,5.709,0.137,1.150
AI,5.692,0.153,0.977
AI,5.646,0.153,6.631
AI,5.576,0.153,4.674
AI,5.505,0.153,3.300
AI,5.433,0.153,2.337
AI,5.361,0.023,1.666
AI,5.211,0.023,1.699
AI,5.062,0.023,1.191
AI,4.912,0.023,0.837
AI,4.763,0.023,0.593
AI,4.614,0.070,0.424
AI,4.624,0.070,3.181
AI,4.636,0.070,2.230
AI,4.647,0.070,1.581
AI,4.659,0.070,1.149
AI,4.671,0.063,11.752
AI,4.108,0.063,9.850
AI,3.552,0.063,6.878
AI,3.004,0.063,4.826
AI,2.465,0.063,3.381
AI,1.939,0.063,2.368
AI,1.465,0.083,5.372
AI,1.464,0.083,4.725
AI,1.473,0.083,3.338
AI,1.489,0.083,2.312
AI,1.511,0.063,1.559
AI,1.542,0.063,9.418
AI,1.587,0.063,6.943
AI,1.643,0.063,5.326
AI,1.707,0.063,4.325
AI,1.778,0.008,3.734
AI,1.690,0.008,27.617
AI,1.603,0.008,19.303
AI,1.515,0.008,13.493
AI,1.427,0.008,9.436
AI,1.340,0.041,6.592
AI,1.255,0.041,27.560
AI,1.172,0.041,19.211
AI,1.204,0.041,13.462
AI,1.223,0.041,9.394
AI,1.237,0.040,6.614
AI,1.289,0.040,23.132
AI,1.346,0.040,16.359
AI,1.406,0.040,11.647
AI,1.468,0.040,8.363
AI,1.531,0.051,6.153
AI,1.479,0.051,17.910
AI,1.434,0.051,12.459
AI,1.396,0.051,8.625
AI,1.363,0.051,6.059
AI,1.336,0.067,4.379
AI,1.344,0.067,19.092
AI,1.356,0.067,13.580
AI,1.371,0.067,9.766
AI,1.388,0.067,7.270
AI,1.407,0.005,5.634
AI,1.490,0.005,9.989
AI,1.576,0.005,6.984
AI,1.665,0.005,4.903
AI,1.754,0.005,3.436
AI,1.845,0.020,2.404
AI,1.936,0.020,3.470
AI,2.028,0.020,2.443
AI,2.120,0.020,1.727
AI,2.212,0.020,1.230
AI,2.304,0.036,0.887
AI,2.395,0.036,5.229
AI,2.487,0.036,3.654
AI,2.578,0.036,2.550
AI,2.670,0.036,1.779
AI,2.762,0.041,1.242
AI,2.855,0.041,3.147
AI,2.948,0.041,2.210
AI,3.042,0.041,1.555
AI,3.135,0.041,1.097
AI,3.228,0.004,0.778
AI,3.323,0.004,2.235
AI,3.417,0.004,1.565
AI,3.511,0.004,1.096
AI,3.605,0.004,0.767
AI,3.700,0.020,0.535
AI,3.794,0.020,3.035
AI,3.846,0.020,2.129
AI,3.900,0.020,1.498
AI,3.953,0.020,1.063
AI,4.007,0.022,0.770
AI,4.045,0.022,0.607
AI,4.082,0.022,0.420
AI,4.119,0.022,0.291
AI,4.157,0.022,0.198
AI,4.194,0.046,0.000
AI,4.231,0.046,10.821
AI,4.267,0.046,7.551
AI,4.303,0.046,5.300
AI,4.340,0.046,3.714
AI,4.376,0.023,2.600
AI,4.464,0.023,11.815
AI,4.553,0.023,8.245
AI,4.641,0.023,5.795
AI,4.729,0.023,4.068
AI,4.818,0.050,2.856
AI,4.830,0.050,1.522
AI,4.843,0.050,1.048
AI,4.856,0.050,0.728
AI,4.870,0.050,0.527
AI,4.884,0.052,0.421
AI,4.923,0.052,0.756
AI,4.961,0.052,0.535
AI,5.000,0.052,0.381
AI,5.038,0.052,0.274
AI,5.076,0.087,0.198
AI,5.106,0.087,1.578
AI,5.136,0.087,1.110
AI,5.166,0.087,0.787
AI,5.196,0.087,0.565
AI,5.226,0.085,0.419
AI,5.293,0.085,3.279
AI,5.360,0.085,2.327
AI,5.428,0.085,1.673
AI,5.496,0.085,1.232
AI,5.564,0.134,0.946
AI,5.596,0.134,2.329
AI,5.628,0.134,1.694
AI,5.661,0.134,1.280
AI,5.694,0.134,1.024
AI,5.727,0.172,0.878
AI,5.688,0.172,2.259
AI,5.649,0.172,1.666
AI,5.610,0.172,1.282
AI,5.571,0.172,1.046
AI,5.532,0.168,0.912
AI,5.564,0.168,4.375
AI,5.597,0.168,3.118
AI,5.629,0.168,2.256
AI,5.662,0.168,1.677
AI,5.695,0.150,1.303
AI,5.741,0.150,2.637
AI,5.786,0.150,1.916
AI,5.832,0.150,1.436
AI,5.877,0.150,1.130
AI,5.923,0.162,0.944
AI,5.920,0.162,7.410
AI,5.918,0.162,5.202
AI,5.915,0.162,3.660
AI,5.913,0.162,2.596
AI,5.911,0.087,1.876
AI,5.844,0.087,7.835
AI,5.777,0.087,5.552
AI,5.709,0.087,3.950
AI,5.641,0.087,2.834
AI,5.574,0.036,2.064
AI,5.485,0.036,4.654
AI,5.396,0.036,3.266
AI,5.307,0.036,2.297
AI,5.217,0.036,1.623
AI,5.128,0.063,1.159
AI,5.056,0.063,2.498
AI,4.985,0.063,1.773
AI,4.914,0.063,1.286
AI,4.843,0.063,0.975
AI,4.772,0.081,0.790
AI,4.759,0.081,6.516
AI,4.746,0.081,4.589
AI,4.735,0.081,3.254
AI,4.723,0.081,2.345
AI,4.713,0.071,1.747
AI,4.664,0.071,11.557
AI,4.556,0.071,8.118
AI,4.448,0.071,5.764
AI,4.340,0.071,4.118
AI,4.232,0.078,2.980
AI,4.163,0.078,9.303
AI,4.093,0.078,6.540
AI,4.023,0.078,4.588
AI,3.953,0.078,3.216
AI,3.883,0.051,7.760
AI,3.351,0.051,14.724
AI,2.832,0.051,10.307
AI,2.330,0.051,7.195
AI,1.858,0.051,5.049
AI,1.438,0.051,3.539
AI,1.359,0.104,6.670
AI,1.361,0.104,5.621
AI,1.353,0.104,4.712
AI,1.337,0.104,4.016
AI,1.313,0.078,3.478
AI,1.298,0.078,4.081
AI,1.304,0.078,3.317
AI,1.319,0.078,2.544
AI,1.325,0.078,2.008
AI,1.321,0.032,1.809
AI,1.282,0.032,2.847
AI,1.238,0.032,1.992
AI,1.194,0.032,1.374
AI,1.160,0.032,0.933
AI,1.194,0.024,0.654
AI,1.110,0.024,7.538
AI,1.123,0.024,5.297
AI,1.143,0.024,3.717
AI,1.174,0.024,2.607
AI,1.202,0.020,1.828
AI,1.232,0.020,4.148
AI,1.257,0.020,2.904
AI,1.277,0.020,2.032
AI,1.290,0.020,1.422
AI,1.300,0.068,0.995
AI,1.305,0.068,11.788
AI,1.305,0.068,8.222
AI,1.304,0.068,5.775
AI,1.298,0.068,4.049
AI,1.289,0.002,2.836
AI,1.377,0.002,13.635
AI,1.467,0.002,9.544
AI,1.557,0.002,6.665
AI,1.647,0.002,4.675
AI,1.738,0.008,3.275
AI,1.668,0.008,2.341
AI,1.601,0.008,1.961
AI,1.537,0.008,1.804
AI,1.475,0.008,1.799
AI,1.415,0.004,1.885
AI,1.327,0.004,4.116
AI,1.240,0.004,2.953
AI,1.154,0.004,2.145
AI,1.194,0.004,1.534
AI,1.191,0.031,1.112
AI,1.186,0.031,11.310
AI,1.181,0.031,7.883
AI,1.177,0.031,5.530
AI,1.174,0.031,3.874
AI,1.171,0.037,2.713
AI,1.242,0.037,10.498
AI,1.315,0.037,7.432
AI,1.391,0.037,5.349
AI,1.469,0.037,3.919
AI,1.548,0.018,2.959
AI,1.483,0.018,7.232
AI,1.419,0.018,5.075
AI,1.358,0.018,3.666
AI,1.299,0.018,2.852
AI,1.241,0.028,7.081
AI,1.258,0.028,13.211
AI,1.258,0.028,9.206
AI,1.258,0.028,6.472
AI,1.258,0.028,4.539
AI,1.258,0.028,3.180
AI,1.258,0.012,4.281
AI,1.291,0.012,3.640
AI,1.324,0.012,2.897
AI,1.357,0.012,2.414
AI,1.390,0.066,2.107
AI,1.319,0.066,6.628
AI,1.310,0.066,4.743
AI,1.311,0.066,3.404
AI,1.313,0.066,2.472
AI,1.314,0.034,1.838
AI,1.405,0.034,9.925
AI,1.503,0.034,7.218
AI,1.607,0.034,5.456
AI,1.714,0.034,4.316
AI,1.822,0.014,3.596
AI,1.739,0.014,10.897
AI,1.655,0.014,7.605
AI,1.572,0.014,5.307
AI,1.490,0.014,3.672
AI,1.409,0.006,2.533
AI,1.374,0.006,17.064
AI,1.339,0.006,11.947
AI,1.313,0.006,8.338
AI,1.306,0.006,5.859
AI,1.302,0.012,4.109
AI,1.298,0.012,2.400
AI,1.293,0.012,1.680
AI,1.288,0.012,1.175
AI,1.282,0.012,0.822
AI,1.277,0.003,0.576
AI,1.293,0.003,18.906
AI,1.303,0.003,13.234
AI,1.303,0.003,9.222
AI,1.295,0.003,6.482
AI,1.208,0.015,4.544
AI,1.239,0.015,12.017
AI,1.152,0.015,8.386
AI,1.169,0.015,5.890
AI,1.084,0.015,4.136
AI,1.133,0.002,2.897
AI,1.219,0.002,4.797
AI,1.307,0.002,3.362
AI,1.395,0.002,2.355
AI,1.484,0.002,1.649
AI,1.575,0.016,1.154
AI,1.662,0.016,3.764
AI,1.750,0.016,2.644
AI,1.839,0.016,1.870
AI,1.929,0.016,1.343
AI,2.019,0.014,0.991
AI,2.111,0.014,2.657
AI,2.203,0.014,1.869
AI,2.296,0.014,1.318
AI,2.389,0.014,0.934
AI,2.482,0.024,0.667
AI,2.575,0.024,1.124
AI,2.668,0.024,0.807
AI,2.761,0.024,0.590
AI,2.854,0.024,0.444
AI,2.947,0.017,0.349
AI,3.041,0.017,3.565
AI,3.135,0.017,2.499
AI,3.229,0.017,1.752
AI,3.323,0.017,1.229
AI,3.417,0.016,0.864
AI,3.511,0.016,1.255
AI,3.605,0.016,0.885
AI,3.699,0.016,0.629
AI,3.793,0.016,0.450
AI,3.887,0.006,0.328
AI,3.981,0.006,2.980
AI,4.076,0.006,2.087
AI,4.170,0.006,1.461
AI,4.265,0.006,1.022
AI,4.359,0.027,0.716
AI,4.453,0.027,4.934
AI,4.546,0.027,3.460
AI,4.640,0.027,2.427
AI,4.733,0.027,1.703
AI,4.827,0.058,1.198
AI,4.824,0.058,1.784
AI,4.763,0.058,1.292
AI,4.703,0.058,0.994
AI,4.644,0.058,0.844
AI,4.586,0.058,0.796
AI,4.614,0.058,6.234
AI,4.642,0.058,4.397
AI,4.670,0.058,3.108
AI,4.697,0.058,2.209
AI,4.725,0.029,1.585
AI,4.710,0.029,3.421
AI,4.698,0.029,2.459
AI,4.690,0.029,1.821
AI,4.684,0.029,1.425
AI,4.681,0.056,1.207
AI,4.740,0.056,2.338
AI,4.802,0.056,1.648
AI,4.864,0.056,1.179
AI,4.928,0.056,0.873
AI,4.992,0.034,0.690
AI,5.029,0.034,4.807
AI,5.066,0.034,3.369
AI,5.103,0.034,2.360
AI,5.140,0.034,1.652
AI,5.177,0.007,1.155
AI,5.214,0.007,1.865
AI,5.250,0.007,1.305
AI,5.287,0.007,0.913
AI,5.323,0.007,0.640
AI,5.360,0.042,0.448
AI,5.369,0.042,2.751
AI,5.381,0.042,1.945
AI,5.393,0.042,1.406
AI,5.407,0.042,1.066
AI,5.422,0.140,0.873
AI,5.425,0.140,4.386
AI,5.429,0.140,3.090
AI,5.434,0.140,2.204
AI,5.439,0.140,1.615
AI,5.444,0.165,1.243
AI,5.409,0.165,3.160
AI,5.374,0.165,2.266
AI,5.339,0.165,1.670
AI,5.304,0.165,1.289
AI,5.270,0.089,1.062
AI,5.314,0.089,5.119
AI,5.359,0.089,3.650
AI,5.403,0.089,2.635
AI,5.448,0.089,1.946
AI,5.492,0.128,1.488
AI,5.533,0.128,3.978
AI,5.574,0.128,2.843
AI,5.615,0.128,2.068
AI,5.656,0.128,1.551
AI,5.696,0.121,1.219
AI,5.642,0.121,6.142
AI,5.588,0.121,4.341
AI,5.534,0.121,3.088
AI,5.480,0.121,2.227
AI,5.426,0.166,1.646
AI,5.414,0.166,5.874
AI,5.402,0.166,4.136
AI,5.390,0.166,2.933
AI,5.379,0.166,2.116
AI,5.368,0.095,1.577
AI,5.385,0.095,5.754
AI,5.401,0.095,4.062
AI,5.418,0.095,2.892
AI,5.435,0.095,2.099
AI,5.452,0.112,1.577
AI,5.431,0.112,13.776
AI,5.409,0.112,9.654
AI,5.388,0.112,6.762
AI,5.366,0.112,4.775
AI,5.345,0.063,3.395
