Label,Distance,StrafingIntensity,AngularVelocity
AI,1.315,0.030,31.131
AI,1.323,0.030,21.901
AI,1.326,0.030,15.470
AI,1.328,0.030,11.016
AI,1.331,0.007,7.960
AI,1.319,0.007,18.803
AI,1.307,0.007,13.137
AI,1.298,0.007,9.136
AI,1.290,0.007,6.411
AI,1.284,0.003,4.491
AI,1.278,0.003,6.829
AI,1.273,0.003,4.793
AI,1.268,0.003,3.361
AI,1.264,0.003,2.356
AI,1.261,0.012,1.652
AI,1.345,0.012,15.596
AI,1.430,0.012,10.911
AI,1.516,0.012,7.615
AI,1.602,0.012,5.357
AI,1.690,0.007,3.778
AI,1.600,0.007,1.100
AI,1.510,0.007,0.786
AI,1.422,0.007,0.601
AI,1.334,0.007,0.507
AI,1.247,0.001,0.477
AI,1.160,0.001,16.189
AI,1.189,0.001,11.330
AI,1.190,0.001,7.902
AI,1.188,0.001,5.547
AI,1.184,0.040,3.887
AI,1.197,0.040,13.468
AI,1.210,0.040,9.383
AI,1.223,0.040,6.596
AI,1.235,0.040,4.626
AI,1.246,0.038,3.241
AI,1.269,0.038,9.798
AI,1.287,0.038,6.843
AI,1.299,0.038,4.801
AI,1.305,0.038,3.365
AI,1.305,0.063,2.356
AI,1.297,0.063,3.515
AI,1.282,0.063,2.462
AI,1.260,0.063,1.724
AI,1.233,0.063,1.206
AI,1.203,0.015,0.844
AI,1.171,0.015,11.598
AI,1.139,0.015,8.036
AI,1.153,0.015,5.636
AI,1.181,0.015,3.946
AI,1.209,0.018,2.761
AI,1.233,0.018,8.210
AI,5.123,0.018,5.771
AI,5.123,0.000,21.153
AI,5.123,0.000,17.369
AI,5.123,0.047,13.550
AI,5.097,0.047,28.547
AI,5.094,0.047,20.131
AI,5.111,0.047,14.208
AI,5.143,0.047,10.052
AI,5.187,0.048,7.105
AI,5.096,0.048,39.140
AI,5.007,0.048,27.260
AI,4.921,0.048,18.996
AI,4.837,0.048,13.251
AI,4.755,0.033,9.264
AI,4.665,0.033,35.030
AI,4.576,0.033,24.511
AI,4.487,0.033,17.125
AI,4.399,0.033,11.934
AI,4.312,0.033,8.255
AI,4.221,0.033,26.517
AI,4.131,0.033,18.614
AI,4.041,0.033,13.089
AI,3.951,0.033,9.187
AI,3.861,0.036,6.527
AI,3.905,0.036,42.984
AI,3.950,0.036,30.068
AI,3.996,0.036,21.028
AI,4.043,0.036,14.705
AI,4.091,0.041,10.284
AI,4.013,0.041,33.047
AI,3.935,0.041,23.256
AI,3.857,0.041,16.404
AI,3.779,0.041,11.611
AI,3.701,0.049,8.235
AI,3.651,0.049,36.791
AI,3.602,0.049,25.700
AI,3.553,0.049,17.939
AI,3.505,0.049,12.511
AI,3.457,0.007,8.685
AI,3.365,0.007,8.395
AI,3.272,0.007,5.876
AI,3.180,0.007,4.104
AI,3.087,0.007,2.864
AI,2.994,0.006,2.000
AI,3.072,0.006,6.453
AI,3.151,0.006,4.493
AI,3.231,0.006,3.118
AI,3.313,0.006,2.162
AI,3.394,0.054,1.507
AI,3.482,0.054,11.361
AI,3.571,0.054,7.946
AI,3.659,0.054,5.601
AI,3.747,0.054,3.952
AI,3.836,0.028,2.798
AI,3.916,0.028,1.549
AI,3.950,0.028,1.048
AI,3.986,0.028,0.745
AI,4.023,0.028,0.612
AI,4.062,0.114,0.598
AI,4.193,0.114,1.782
AI,4.323,0.114,1.265
AI,4.453,0.114,0.906
AI,4.582,0.114,0.655
AI,4.712,0.040,0.481
AI,4.747,0.040,1.770
AI,4.782,0.040,1.254
AI,4.818,0.040,0.900
AI,4.853,0.040,0.664
AI,4.889,0.028,0.513
AI,4.924,0.028,4.566
AI,4.959,0.028,3.206
AI,4.994,0.028,2.254
AI,5.029,0.028,1.589
AI,5.064,0.059,1.127
AI,5.124,0.059,2.833
AI,5.184,0.059,1.977
AI,5.244,0.059,1.379
AI,5.304,0.059,0.961
AI,5.364,0.056,0.674
AI,5.400,0.056,1.353
AI,5.436,0.056,0.944
AI,5.473,0.056,0.672
AI,5.510,0.056,0.507
AI,5.548,0.069,0.421
AI,5.616,0.069,5.458
AI,5.686,0.069,3.866
AI,5.755,0.069,2.755
AI,5.824,0.069,1.986
AI,5.894,0.085,1.460
AI,5.945,0.085,4.463
AI,5.995,0.085,3.133
AI,6.046,0.085,2.213
AI,6.098,0.085,1.588
AI,6.149,0.133,1.175
AI,6.118,0.133,2.689
AI,6.088,0.133,1.931
AI,6.058,0.133,1.427
AI,6.028,0.133,1.106
AI,5.998,0.173,0.917
AI,5.992,0.173,5.257
AI,5.986,0.173,3.711
AI,5.980,0.173,2.643
AI,5.974,0.173,1.918
AI,5.968,0.090,1.440
AI,5.953,0.090,1.292
AI,5.938,0.090,1.056
AI,5.923,0.090,0.921
AI,5.908,0.090,0.849
AI,5.893,0.148,0.816
AI,5.881,0.148,3.806
AI,5.869,0.148,2.722
AI,5.857,0.148,1.986
AI,5.845,0.148,1.500
AI,5.834,0.043,1.194
AI,5.882,0.043,10.267
AI,5.930,0.043,7.181
AI,5.978,0.043,5.061
AI,6.026,0.043,3.578
AI,6.073,0.044,2.552
AI,5.989,0.044,8.175
AI,5.904,0.044,5.740
AI,5.818,0.044,4.026
AI,5.733,0.044,2.828
AI,5.647,0.069,1.993
AI,5.590,0.069,4.191
AI,5.533,0.069,2.978
AI,5.476,0.069,2.143
AI,5.420,0.069,1.579
AI,5.363,0.099,1.210
AI,5.359,0.099,3.566
AI,5.355,0.099,2.547
AI,5.352,0.099,1.860
AI,5.348,0.099,1.416
AI,5.345,0.195,1.147
AI,5.341,0.195,9.054
AI,5.327,0.195,6.370
AI,5.312,0.195,4.477
AI,5.296,0.195,3.150
AI,5.279,0.059,2.225
AI,5.181,0.059,14.261
AI,5.083,0.059,9.997
AI,4.984,0.059,6.996
AI,4.885,0.059,4.927
AI,4.786,0.001,3.474
AI,4.750,0.001,6.398
AI,4.714,0.001,4.495
AI,4.679,0.001,3.154
AI,4.643,0.001,2.211
AI,4.608,0.017,2.970
AI,4.076,0.017,11.641
AI,3.550,0.017,8.121
AI,3.031,0.017,5.703
AI,2.518,0.017,3.998
AI,2.015,0.017,2.801
AI,1.524,0.093,2.260
AI,1.524,0.093,7.120
AI,1.528,0.093,4.974
AI,1.534,0.093,3.500
AI,1.543,0.080,2.533
AI,1.513,0.080,19.022
AI,1.482,0.080,13.309
AI,1.451,0.080,9.270
AI,1.419,0.080,6.516
AI,1.387,0.021,4.573
AI,1.300,0.021,5.720
AI,1.214,0.021,4.040
AI,1.230,0.021,2.838
AI,1.216,0.021,2.000
AI,1.130,0.006,1.446
AI,1.149,0.006,7.784
AI,1.064,0.006,5.474
AI,1.137,0.006,3.833
AI,1.176,0.006,2.679
AI,1.203,0.040,1.868
AI,1.236,0.040,5.377
AI,1.263,0.040,3.772
AI,1.283,0.040,2.645
AI,1.296,0.040,1.855
AI,1.303,0.017,1.300
AI,1.305,0.017,1.907
AI,1.305,0.017,1.335
AI,1.305,0.017,0.935
AI,1.305,0.017,0.655
AI,1.305,0.037,0.458
AI,1.300,0.037,3.989
AI,1.289,0.037,2.790
AI,1.204,0.037,1.848
AI,1.239,0.037,1.286
AI,1.228,0.020,0.888
AI,1.218,0.020,5.830
AI,1.208,0.020,4.097
AI,1.198,0.020,2.880
AI,1.189,0.020,2.025
AI,1.180,0.017,1.427
AI,1.177,0.017,0.587
AI,1.177,0.017,0.407
AI,1.175,0.017,0.280
AI,1.175,0.017,0.192
AI,1.173,0.048,0.000
AI,1.179,0.048,8.141
AI,1.187,0.048,5.719
AI,1.194,0.048,4.010
AI,1.201,0.048,2.809
AI,1.208,0.057,1.967
AI,1.214,0.057,4.606
AI,1.221,0.057,3.227
AI,1.227,0.057,2.259
AI,1.232,0.057,1.580
AI,1.237,0.025,1.106
AI,1.238,0.025,1.700
AI,1.240,0.025,1.035
AI,1.241,0.025,0.894
AI,1.240,0.025,1.163
AI,1.243,0.032,1.644
AI,1.237,0.032,7.063
AI,1.240,0.032,5.001
AI,1.243,0.032,3.545
AI,1.248,0.032,2.517
AI,1.253,0.049,1.793
AI,1.273,0.049,9.351
AI,1.290,0.049,6.595
AI,1.301,0.049,4.646
AI,1.306,0.049,3.272
AI,1.305,0.033,2.305
AI,1.296,0.033,13.666
AI,1.279,0.033,9.566
AI,1.256,0.033,6.680
AI,1.228,0.033,4.686
AI,1.196,0.026,3.284
AI,1.162,0.026,2.556
AI,1.129,0.026,1.792
AI,1.149,0.026,1.255
AI,1.176,0.026,0.880
AI,1.202,0.046,0.616
AI,1.226,0.046,8.595
AI,1.246,0.046,6.038
AI,1.263,0.046,4.234
AI,1.276,0.046,2.966
AI,1.287,0.003,2.077
AI,1.295,0.003,8.318
AI,1.301,0.003,5.844
AI,1.304,0.003,4.099
AI,1.306,0.003,2.873
AI,1.306,0.010,2.013
AI,1.305,0.010,5.415
AI,1.294,0.010,3.795
AI,1.207,0.010,2.656
AI,1.238,0.010,1.859
AI,1.152,0.009,1.303
AI,1.175,0.009,6.025
AI,1.090,0.009,4.228
AI,1.121,0.009,2.962
AI,1.155,0.009,2.074
AI,1.185,0.020,1.452
AI,1.213,0.020,9.250
AI,1.237,0.020,6.503
AI,1.256,0.020,4.562
AI,1.272,0.020,3.196
AI,1.284,0.015,2.239
AI,1.284,0.015,5.032
AI,1.283,0.015,3.526
AI,1.282,0.015,2.470
AI,1.281,0.015,1.730
AI,1.279,0.040,1.212
AI,1.363,0.040,2.569
AI,1.448,0.040,1.921
AI,1.534,0.040,1.487
AI,1.621,0.040,1.202
AI,1.709,0.028,1.017
AI,1.797,0.028,5.456
AI,1.886,0.028,3.833
AI,1.975,0.028,2.704
AI,2.065,0.028,1.928
AI,2.154,0.014,1.403
AI,2.247,0.014,3.454
AI,2.340,0.014,2.441
AI,2.433,0.014,1.730
AI,2.526,0.014,1.233
AI,2.619,0.028,0.886
AI,2.713,0.028,4.818
AI,2.806,0.028,3.367
AI,2.899,0.028,2.350
AI,2.992,0.028,1.639
AI,3.086,0.019,1.143
AI,3.179,0.019,9.335
AI,3.273,0.019,6.564
AI,3.367,0.019,4.605
AI,3.461,0.019,3.229
AI,3.555,0.012,2.263
AI,3.649,0.012,5.343
AI,3.744,0.012,3.745
AI,3.838,0.012,2.623
AI,3.932,0.012,1.836
AI,4.027,0.035,1.286
AI,4.119,0.035,1.448
AI,4.158,0.035,1.014
AI,4.197,0.035,0.709
AI,4.235,0.035,0.496
AI,4.274,0.042,0.345
AI,4.309,0.042,8.084
AI,4.343,0.042,5.678
AI,4.378,0.042,3.982
AI,4.413,0.042,2.790
AI,4.448,0.022,1.954
AI,4.487,0.022,10.407
AI,4.527,0.022,7.262
AI,4.567,0.022,5.094
AI,4.608,0.022,3.568
AI,4.648,0.018,2.497
AI,4.683,0.018,0.952
AI,4.718,0.018,0.667
AI,4.754,0.018,0.467
AI,4.789,0.018,0.326
AI,4.825,0.062,0.229
AI,4.906,0.062,11.602
AI,4.987,0.062,8.093
AI,5.069,0.062,5.684
AI,5.150,0.062,3.987
AI,5.232,0.063,2.797
AI,5.192,0.063,8.116
AI,5.152,0.063,5.696
AI,5.112,0.063,3.992
AI,5.073,0.063,2.797
AI,5.035,0.111,1.965
AI,5.074,0.111,3.552
AI,5.115,0.111,2.472
AI,5.157,0.111,1.737
AI,5.199,0.111,1.255
AI,5.241,0.171,0.962
AI,5.281,0.171,4.465
AI,5.320,0.171,3.149
AI,5.360,0.171,2.246
AI,5.400,0.171,1.641
AI,5.441,0.166,1.252
AI,5.465,0.166,7.921
AI,5.489,0.166,5.597
AI,5.513,0.166,3.973
AI,5.538,0.166,2.849
AI,5.562,0.125,2.085
AI,5.497,0.125,4.705
AI,5.432,0.125,3.324
AI,5.366,0.125,2.369
AI,5.301,0.125,1.719
AI,5.235,0.146,1.289
AI,5.279,0.146,5.678
AI,5.323,0.146,4.025
AI,5.367,0.146,2.880
AI,5.411,0.146,2.097
AI,5.455,0.129,1.574
AI,5.456,0.129,3.086
AI,5.456,0.129,2.249
AI,5.457,0.129,1.693
AI,5.458,0.129,1.337
AI,5.459,0.162,1.122
AI,5.438,0.162,4.731
AI,5.417,0.162,3.369
AI,5.396,0.162,2.436
AI,5.376,0.162,1.811
AI,5.355,0.098,1.408
AI,5.362,0.098,6.959
AI,5.370,0.098,4.958
AI,5.378,0.098,3.565
AI,5.386,0.098,2.608
AI,5.394,0.031,1.963
AI,5.304,0.031,8.306
AI,5.215,0.031,5.815
AI,5.125,0.031,4.062
AI,5.034,0.031,2.836
AI,4.944,0.024,1.982
AI,4.850,0.024,5.800
AI,4.756,0.024,4.069
AI,4.662,0.024,2.850
AI,4.568,0.024,1.993
AI,4.474,0.032,1.391
AI,4.564,0.032,4.608
AI,4.597,0.032,3.237
AI,4.629,0.032,2.280
AI,4.662,0.032,1.618
AI,4.696,0.058,1.167
AI,4.691,0.058,6.542
AI,4.688,0.058,4.616
AI,4.685,0.058,3.274
AI,4.683,0.058,2.352
AI,4.681,0.019,1.732
AI,4.704,0.019,1.120
AI,4.727,0.019,0.893
AI,4.750,0.019,0.753
AI,4.773,0.019,0.672
AI,4.796,0.031,0.625
AI,4.838,0.031,6.039
AI,4.880,0.031,4.240
AI,4.922,0.031,2.985
AI,4.965,0.031,2.118
AI,5.009,0.092,1.530
AI,5.013,0.092,7.338
AI,5.016,0.092,5.188
AI,5.020,0.092,3.681
AI,5.023,0.092,2.632
AI,5.026,0.020,1.908
AI,5.061,0.020,1.587
AI,5.097,0.020,1.179
AI,5.132,0.020,0.910
AI,5.168,0.020,0.741
AI,5.205,0.117,0.639
AI,5.147,0.117,1.137
AI,5.090,0.117,0.915
AI,5.034,0.117,0.794
AI,4.977,0.117,0.741
AI,4.921,0.137,0.724
AI,4.920,0.137,4.202
AI,4.919,0.137,2.975
AI,4.919,0.137,2.144
AI,4.919,0.137,1.602
AI,4.920,0.121,1.270
AI,4.912,0.121,3.238
AI,4.904,0.121,2.380
AI,4.896,0.121,1.811
AI,4.889,0.121,1.451
AI,4.881,0.186,1.234
AI,4.858,0.186,3.865
AI,4.834,0.186,2.815
AI,4.810,0.186,2.109
AI,4.787,0.186,1.647
AI,4.764,0.085,1.359
AI,4.836,0.085,3.012
AI,4.909,0.085,2.180
AI,4.981,0.085,1.617
AI,5.053,0.085,1.243
AI,5.124,0.165,1.003
AI,5.153,0.165,1.437
AI,5.183,0.165,1.161
AI,5.213,0.165,1.003
AI,5.243,0.165,0.919
AI,5.273,0.105,0.877
AI,5.319,0.105,6.502
AI,5.365,0.105,4.568
AI,5.411,0.105,3.222
AI,5.456,0.105,2.298
AI,5.502,0.033,1.677
AI,5.431,0.033,4.199
AI,5.359,0.033,2.993
AI,5.286,0.033,2.159
AI,5.214,0.033,1.592
AI,5.142,0.050,1.213
AI,5.063,0.050,3.135
AI,4.985,0.050,2.233
AI,4.907,0.050,1.616
AI,4.828,0.050,1.202
AI,4.750,0.002,0.935
AI,4.843,0.002,3.582
AI,4.937,0.002,2.510
AI,5.031,0.002,1.757
AI,5.125,0.002,1.229
AI,5.219,0.065,0.860
AI,5.166,0.065,3.963
AI,5.054,0.065,2.800
AI,4.944,0.065,2.004
AI,4.834,0.065,1.477
AI,4.725,0.115,1.151
AI,4.702,0.115,1.714
AI,4.682,0.115,1.403
AI,4.663,0.115,1.255
AI,4.647,0.115,1.208
AI,4.632,0.112,1.213
AI,4.517,0.112,7.771
AI,4.400,0.112,5.462
AI,4.283,0.112,3.841
AI,4.164,0.112,2.712
AI,4.045,0.051,10.996
AI,3.508,0.051,2.417
AI,2.984,0.051,1.692
AI,2.478,0.051,1.184
AI,2.000,0.051,0.829
AI,1.570,0.051,0.582
AI,1.420,0.128,6.184
AI,1.431,0.128,5.884
AI,1.465,0.128,3.721
AI,1.516,0.128,2.229
AI,1.580,0.072,1.383
AI,1.532,0.072,4.574
AI,1.484,0.072,3.196
AI,1.437,0.072,2.237
AI,1.390,0.072,1.578
AI,1.342,0.037,1.138
AI,1.260,0.037,10.506
AI,1.180,0.037,7.252
AI,1.103,0.037,5.011
AI,1.120,0.037,3.505
AI,1.143,0.020,2.448
AI,1.222,0.020,2.026
AI,1.302,0.020,1.515
AI,1.385,0.020,1.244
AI,1.468,0.020,1.121
AI,1.552,0.034,1.073
AI,1.629,0.034,3.609
AI,1.707,0.034,2.696
AI,1.786,0.034,2.111
AI,1.865,0.034,1.752
AI,1.945,0.036,1.540
AI,2.032,0.036,5.656
AI,2.120,0.036,3.957
AI,2.209,0.036,2.764
AI,2.299,0.036,1.927
AI,2.390,0.035,1.345
AI,2.480,0.035,1.589
AI,2.571,0.035,1.120
AI,2.662,0.035,0.803
AI,2.753,0.035,0.597
AI,2.844,0.014,0.472
AI,2.938,0.014,0.761
AI,3.031,0.014,0.529
AI,3.125,0.014,0.365
AI,3.219,0.014,0.249
AI,3.312,0.053,0.166
AI,3.406,0.053,2.601
AI,3.499,0.053,1.818
AI,3.593,0.053,1.270
AI,3.687,0.053,0.888
AI,3.780,0.002,0.621
AI,3.875,0.002,1.865
AI,3.969,0.002,1.307
AI,4.064,0.002,0.914
AI,4.158,0.002,0.639
AI,4.253,0.010,0.448
AI,4.347,0.010,8.211
AI,4.441,0.010,5.767
AI,4.535,0.010,4.043
AI,4.630,0.010,2.832
AI,4.724,0.057,1.983
AI,4.664,0.057,4.106
AI,4.605,0.057,2.943
AI,4.547,0.057,2.147
AI,4.490,0.057,1.614
AI,4.433,0.040,1.270
AI,4.355,0.040,1.035
AI,4.224,0.040,0.784
AI,4.092,0.040,0.621
AI,3.959,0.040,0.517
AI,3.827,0.033,0.458
AI,3.795,0.033,10.239
AI,3.764,0.033,7.155
AI,3.733,0.033,5.029
AI,3.702,0.033,3.536
AI,3.670,0.037,5.821
AI,3.142,0.037,6.136
AI,2.622,0.037,4.303
AI,2.111,0.037,3.015
AI,1.614,0.037,2.111
AI,1.181,0.037,1.477
AI,1.173,0.007,2.791
AI,1.210,0.007,3.087
AI,1.251,0.007,2.244
AI,1.282,0.007,1.648
AI,1.300,0.085,1.226
AI,1.309,0.085,4.986
AI,1.314,0.085,3.546
AI,1.315,0.085,2.580
AI,1.313,0.085,1.961
AI,1.308,0.054,1.594
AI,1.302,0.054,6.436
AI,1.296,0.054,4.537
AI,1.290,0.054,3.206
AI,1.284,0.054,2.274
AI,1.279,0.034,1.622
AI,1.194,0.034,2.727
AI,1.110,0.034,2.056
AI,1.131,0.034,1.474
AI,1.183,0.034,1.052
AI,1.229,0.021,0.754
AI,1.272,0.021,17.155
AI,1.297,0.021,12.010
AI,1.304,0.021,8.378
AI,1.296,0.021,5.886
AI,1.209,0.005,4.121
AI,1.237,0.005,12.485
AI,1.150,0.005,8.720
AI,1.175,0.005,6.124
AI,1.090,0.005,4.314
AI,1.118,0.013,3.019
AI,1.187,0.013,8.862
AI,1.260,0.013,6.249
AI,1.335,0.013,4.454
AI,1.411,0.013,3.253
AI,1.489,0.050,2.480
AI,1.577,0.050,5.355
AI,1.666,0.050,3.935
AI,1.755,0.050,2.938
AI,1.844,0.050,2.240
AI,1.933,0.023,1.752
AI,2.025,0.023,8.392
AI,2.117,0.023,5.938
AI,2.209,0.023,4.207
AI,2.301,0.023,2.992
AI,2.393,0.005,2.142
AI,2.486,0.005,4.115
AI,2.580,0.005,2.878
AI,2.673,0.005,2.010
AI,2.767,0.005,1.403
AI,2.861,0.007,0.979
AI,2.954,0.007,8.151
AI,3.048,0.007,5.725
AI,3.142,0.007,4.014
AI,3.236,0.007,2.811
AI,3.330,0.000,1.969
AI,3.425,0.000,2.988
AI,3.519,0.000,2.092
AI,3.613,0.000,1.465
AI,3.708,0.000,1.025
AI,3.802,0.000,0.717
AI,3.897,0.000,1.092
AI,3.991,0.000,0.764
AI,4.086,0.000,0.533
AI,4.180,0.000,0.370
AI,4.275,0.015,0.256
AI,4.369,0.015,2.295
AI,4.430,0.015,1.616
AI,4.492,0.015,1.149
AI,4.554,0.015,0.834
AI,4.617,0.023,0.630
AI,4.651,0.023,5.703
AI,4.686,0.023,3.999
AI,4.721,0.023,2.802
AI,4.756,0.023,1.962
AI,4.790,0.022,1.372
AI,4.835,0.022,5.372
AI,4.880,0.022,3.764
AI,4.924,0.022,2.636
AI,4.969,0.022,1.845
AI,5.014,0.027,1.293
AI,5.052,0.027,2.964
AI,5.089,0.027,2.079
AI,5.128,0.027,1.464
AI,5.166,0.027,1.040
AI,5.205,0.059,0.754
AI,5.244,0.059,2.658
AI,5.283,0.059,1.862
AI,5.323,0.059,1.304
AI,5.362,0.059,0.912
AI,5.401,0.039,0.638
AI,5.434,0.039,1.969
AI,5.467,0.039,1.382
AI,5.500,0.039,0.972
AI,5.533,0.039,0.685
AI,5.566,0.118,0.486
AI,5.591,0.118,3.195
AI,5.617,0.118,2.255
AI,5.645,0.118,1.618
AI,5.673,0.118,1.202
AI,5.701,0.114,0.949
AI,5.757,0.114,2.118
AI,5.812,0.114,1.552
AI,5.868,0.114,1.180
AI,5.924,0.114,0.946
AI,5.980,0.130,0.805
AI,5.983,0.130,4.736
AI,5.987,0.130,3.343
AI,5.990,0.130,2.385
AI,5.995,0.130,1.739
AI,5.999,0.068,1.319
AI,6.001,0.068,7.735
AI,6.004,0.068,5.453
AI,6.007,0.068,3.856
AI,6.010,0.068,2.752
AI,6.013,0.115,2.001
AI,5.999,0.115,2.975
AI,5.985,0.115,2.068
AI,5.971,0.115,1.464
AI,5.957,0.115,1.087
AI,5.943,0.069,0.875
AI,5.931,0.069,4.683
AI,5.919,0.069,3.427
AI,5.906,0.069,2.559
AI,5.894,0.069,1.965
AI,5.882,0.107,1.564
AI,5.866,0.107,6.270
AI,5.851,0.107,4.365
AI,5.835,0.107,3.042
AI,5.820,0.107,2.137
AI,5.804,0.117,1.535
AI,5.727,0.117,2.465
AI,5.650,0.117,1.793
AI,5.572,0.117,1.336
AI,5.494,0.117,1.031
AI,5.416,0.048,0.834
AI,5.333,0.048,1.760
AI,5.250,0.048,1.280
AI,5.166,0.048,0.959
AI,5.083,0.048,0.752
AI,5.000,0.027,0.625
AI,4.925,0.027,0.802
AI,4.849,0.027,0.685
AI,4.774,0.027,0.628
AI,4.699,0.027,0.603
AI,4.624,0.109,0.595
AI,4.694,0.109,1.838
AI,4.721,0.109,1.402
AI,4.749,0.109,1.153
AI,4.779,0.109,1.033
AI,4.810,0.093,0.989
AI,4.729,0.093,2.088
AI,4.648,0.093,1.608
AI,4.568,0.093,1.318
AI,4.488,0.093,1.162
AI,4.409,0.084,1.090
AI,4.439,0.084,4.646
AI,4.470,0.084,3.329
AI,4.502,0.084,2.422
AI,4.533,0.084,1.809
AI,4.565,0.036,1.405
AI,4.434,0.036,5.840
AI,4.303,0.036,4.107
AI,4.171,0.036,2.891
AI,4.038,0.036,2.038
AI,3.906,0.041,7.724
AI,3.388,0.041,4.562
AI,2.881,0.041,3.196
AI,2.390,0.041,2.238
AI,1.923,0.041,1.567
AI,1.498,0.041,1.097
AI,1.163,0.117,9.431
AI,1.302,0.117,9.957
AI,1.445,0.117,7.648
AI,1.589,0.117,6.055
AI,1.733,0.044,4.901
AI,1.719,0.044,12.298
AI,1.719,0.044,8.491
AI,1.728,0.044,5.855
AI,1.746,0.044,4.019
AI,1.771,0.011,2.802
AI,1.862,0.011,12.430
AI,1.954,0.011,8.670
AI,2.046,0.011,6.095
AI,2.139,0.011,4.278
AI,2.232,0.009,3.001
AI,2.324,0.009,6.014
AI,2.417,0.009,4.215
AI,2.510,0.009,2.951
AI,2.603,0.009,2.064
AI,2.696,0.030,1.444
AI,2.788,0.030,2.249
AI,2.880,0.030,1.580
AI,2.972,0.030,1.117
AI,3.065,0.030,0.799
AI,3.157,0.004,0.584
AI,3.251,0.004,2.880
AI,3.345,0.004,2.018
AI,3.440,0.004,1.414
AI,3.534,0.004,0.989
AI,3.628,0.033,0.692
AI,3.722,0.033,2.686
AI,3.815,0.033,1.879
AI,3.909,0.033,1.314
AI,4.003,0.033,0.920
AI,4.097,0.001,0.645
AI,4.192,0.001,2.525
AI,4.286,0.001,1.768
AI,4.381,0.001,1.237
AI,4.475,0.001,0.867
AI,4.570,0.032,0.606
AI,4.664,0.032,2.762
AI,4.758,0.032,1.935
AI,4.852,0.032,1.357
AI,4.946,0.032,0.952
AI,5.040,0.024,0.670
AI,5.112,0.024,2.851
AI,5.184,0.024,1.998
AI,5.256,0.024,1.412
AI,5.329,0.024,1.020
AI,5.402,0.039,0.771
AI,5.324,0.039,2.494
AI,5.246,0.039,1.769
AI,5.167,0.039,1.277
AI,5.089,0.039,0.952
AI,5.012,0.170,0.749
AI,5.053,0.170,4.521
AI,5.064,0.170,3.221
AI,5.078,0.170,2.352
AI,5.094,0.170,1.801
AI,5.112,0.103,1.481
AI,5.064,0.103,5.212
AI,5.014,0.103,3.694
AI,4.964,0.103,2.646
AI,4.913,0.103,1.936
AI,4.862,0.036,1.471
AI,4.846,0.036,11.935
AI,4.832,0.036,8.362
AI,4.822,0.036,5.939
AI,4.815,0.036,4.270
AI,4.810,0.057,3.151
AI,4.855,0.057,2.601
AI,4.899,0.057,1.976
AI,4.944,0.057,1.587
AI,4.988,0.057,1.358
AI,5.032,0.125,1.227
AI,5.116,0.125,3.378
AI,5.201,0.125,2.544
AI,5.287,0.125,1.990
AI,5.374,0.125,1.634
AI,5.462,0.141,1.411
AI,5.373,0.141,4.745
AI,5.284,0.141,3.352
AI,5.196,0.141,2.415
AI,5.108,0.141,1.816
AI,5.022,0.014,1.466
AI,4.930,0.014,5.929
AI,4.838,0.014,4.215
AI,4.745,0.014,3.008
AI,4.652,0.014,2.159
AI,4.559,0.080,1.563
AI,4.580,0.080,6.053
AI,4.601,0.080,4.242
AI,4.624,0.080,2.991
AI,4.647,0.080,2.143
AI,4.670,0.100,1.592
AI,4.622,0.100,5.136
AI,4.575,0.100,3.595
AI,4.528,0.100,2.537
AI,4.480,0.100,1.829
AI,4.433,0.144,1.379
AI,4.414,0.144,4.300
AI,4.395,0.144,3.107
AI,4.376,0.144,2.304
AI,4.357,0.144,1.782
AI,4.339,0.094,1.458
AI,4.388,0.094,1.135
AI,4.437,0.094,1.061
AI,4.487,0.094,1.015
AI,4.536,0.094,0.984
AI,4.585,0.114,0.961
AI,4.571,0.114,2.431
AI,4.557,0.114,1.846
AI,4.544,0.114,1.479
AI,4.531,0.114,1.264
AI,4.517,0.095,1.146
AI,4.467,0.095,2.059
AI,4.416,0.095,1.603
AI,4.365,0.095,1.318
AI,4.313,0.095,1.150
AI,4.262,0.128,1.056
AI,4.278,0.128,9.328
AI,4.293,0.128,6.563
AI,4.309,0.128,4.628
AI,4.325,0.128,3.293
AI,4.342,0.006,2.393
AI,4.250,0.006,6.043
AI,4.158,0.006,4.290
AI,4.066,0.006,3.057
AI,3.974,0.006,2.193
AI,3.881,0.090,1.589
AI,3.814,0.090,7.252
AI,3.747,0.090,5.101
AI,3.681,0.090,3.601
AI,3.615,0.090,2.570
AI,3.549,0.008,1.881
AI,3.455,0.008,5.289
AI,3.302,0.008,3.711
AI,3.149,0.008,2.600
AI,2.997,0.008,1.818
AI,2.845,0.060,1.267
AI,2.830,0.060,10.191
AI,2.815,0.060,7.120
AI,2.801,0.060,5.010
AI,2.787,0.060,3.537
AI,2.773,0.039,5.550
AI,2.239,0.039,11.175
AI,1.716,0.039,7.798
AI,1.214,0.039,5.475
AI,1.188,0.039,3.838
AI,1.198,0.039,2.688
AI,1.213,0.032,1.884
AI,1.226,0.032,6.404
AI,1.238,0.032,4.491
AI,1.249,0.032,3.147
AI,1.258,0.027,2.204
AI,1.279,0.027,7.011
AI,1.296,0.027,4.917
AI,1.304,0.027,3.443
AI,1.305,0.027,2.377
AI,1.300,0.011,1.612
AI,1.296,0.011,7.722
